Rank,Name,Symbol,marketcap,price (USD),country,sector
910,uniQure,QURE,882259776,16.08,Netherlands,biotech
911,YIT,YIT.HE,880780590,3.81876,Finland,#N/D
912,Placoplatre,MLPLC.PA,876749106,671494,France,#N/D
913,Pierre et Vacances,VAC.PA,875863584,1.87084,France,#N/D
914,Cancom,COK.F,874337390,27.6188,Germany,services
915,Zignago Vetro,ZV.MI,868879116,9.69286,Italy,#N/D
916,Séché Environnement,SCHP.PA,864105985,107439,France,#N/D
917,AmRest,EAT.MC,863994398,3.99393,Spain,food
918,Caisse régionale de Crédit Agricole Mutuel d'Ille-et-Vilaine,CIV.PA,860594244,136634,France,bank
919,Deutsche Pfandbriefbank,PBB.DE,859019319,6.38795,Germany,bank
920,Inventiva,IVA,855219008,6.15,France,biotech
921,Logistea AB,LOGI-A.ST,855003849,1.65696,Sweden,real_state
922,Adecoagro,AGRO,851587200,8.51,Luxembourg,#N/D
923,Manitou Group,MTU.PA,850887739,22.2352,France,manufacturing
924,DFDS A/S,DFDS.CO,850779941,15.7564,Denmark,transportation
925,GH Research,GHRS,850423104,13.71,Ireland,biotech
926,Harvia Oyj,HARVIA.HE,844702169,45.1944,Finland,#N/D
927,Piaggio,PIA.MI,844051556,2.36599,Italy,manufacturing
928,Agrana,AGR.VI,842868120,13.4883,Austria,food
929,Thermador Groupe,THEP.PA,831047141,89.5714,France,#N/D
930,Equasens,EQS.PA,818803208,53.7195,France,healthcare
931,NEUCA,NEU.WA,809055302,180374,Poland,#N/D
932,Ascopiave,ASC.MI,805020076,3.70197,Italy,energy
933,Scanfil,SCANFL.HE,803901814,12.3088,Finland,manufacturing
934,Momentum Group AB,MMGR-B.ST,801403042,16.2107,Sweden,#N/D
935,Verbio,VBK.F,798595337,12.4723,Germany,#N/D
936,ENCE Energía y Celulosa,ENC.MC,798356766,3.29324,Spain,energy
937,Bénéteau,BEN.PA,795400045,9.87971,France,manufacturing
938,Südwestdeutsche Salzwerke,SSH.F,791467667,75.3241,Germany,food
939,Burelle,BUR.PA,790208669,446105,France,investment
940,Nagarro,NA9.DE,790008589,59.7337,Germany,services
941,Tinexta,TNXT.MI,788362661,17.1085,Italy,services
942,Better Collective A/S,BETCO-DKK.CO,783737625,13.0104,Denmark,entertainment
943,Citycon,CTY1S.HE,780323684,4.25085,Finland,investment
944,2G Energy AG,2GB.DE,777267260,43.3259,Germany,manufacturing
945,Musti Group,MUSTI.HE,772019604,23.1227,Finland,#N/D
946,TomTom,TOM2.AS,770917784,6.23029,Netherlands,tech
947,CEWE,CWC.F,769985700,111877,Germany,ecommerce
948,Société de la Tour Eiffel,EIFF.PA,768140066,5.73397,France,#N/D
949,Groupe CRIT,CEN.PA,767753959,72.8717,France,services
950,Finnair,FIA1S.HE,767697231,3.74869,Finland,transportation
951,Audax Renovables,ADX.MC,767682507,1.70034,Spain,electricity
952,Elior Group,ELIOR.PA,765832838,2.96859,France,food
953,Valneva SE,VALN,764034240,8.87,France,biotech
954,Archicom,ARH.WA,763720129,13.0559,Poland,real_state
955,Ålandsbanken,ALBAV.HE,762646067,49.8657,Finland,bank
956,Patrizia Immobilien,P1Z.VI,762290752,8817,Germany,real_state
957,MilDef Group,MILDEF.ST,757302421,16.0735,Sweden,#N/D
958,Asseco Business Solutions,ABS.WA,749724076,22.7179,Poland,sw
959,Kri-Kri Milk Industry,KRI.AT,748720405,22.7023,Greece,food
960,Revenio,REG1V.HE,747170518,28086,Finland,#N/D
961,Olvi plc,OLVAS.HE,733861837,35.4432,Finland,#N/D
962,Jastrzebska Spólka Weglowa,JSW.WA,730147330,6.21868,Poland,energy
963,MARR S.p.A.,MARR.MI,727803100,11.3044,Italy,food
964,Caisse Régionale de Crédit Agricole du Morbihan,CMO.PA,719596406,130795,France,bank
965,Mühlbauer Holding,MUB.DE,719285487,50.6832,Germany,tech
966,Energiekontor,EKT.DE,718027087,51.5006,Germany,electricity
967,Mutares,MUX.DE,715515892,33.5163,Germany,investment
968,Auto Partner,APR.WA,715038432,5.47419,Poland,#N/D
969,Safilo Group,SFL.MI,713952328,1.78676,Italy,#N/D
970,Oeneo,SBT.PA,710665032,11.0942,France,#N/D
971,Bahnhof AB,3B7.F,707366001,6.45802,Sweden,telecommunication
972,Aubay,AUB.PA,699992361,53.9531,France,services
973,Exmar,EXM.BR,699021038,11.9117,Belgium,energy
974,Atal S.A.,1AT.WA,697866264,16.1489,Poland,real_state
975,Mersen,MRN.PA,693847374,28.2611,France,manufacturing
976,Stabilus,STM.DE,692280746,28.0276,Luxembourg,manufacturing
977,Recticel,RECT.BR,689731807,12.0986,Belgium,#N/D
978,Klöckner &amp; Co,KCO.DE,689618127,6.91346,Germany,#N/D
979,EuroGroup Laminations,EGLA.MI,688416156,4.23216,Italy,manufacturing
980,PIERER Mobility,PKTM.VI,680429348,20.1331,Austria,#N/D
981,Gielda Papierów Wartosciowych w Warszawie,GPW.WA,677799661,16.1489,Poland,financial
982,Globe Trade Centre,GTC.WA,675869594,1.17695,Poland,real_state
983,Jensen-Group,JEN.BR,675588577,71.4703,Belgium,manufacturing
984,Sygnity,SGN.WA,673675154,29.6975,Poland,services
985,Kaufman &amp; Broad,KOF.PA,672183639,33925,France,real_state
986,ADS-TEC Energy,ADSE,667132224,12165,Ireland,electricity
987,Obrascón Huarte Lain,OHLA.MC,665958905,0.481724,Spain,#N/D
988,Abivax,ABVX,665080000,10,France,biotech
989,Indus Holding,INH.F,660035822,26.3342,Germany,investment
990,Rosetti Marino,YRM.MI,656779019,169333,Italy,#N/D
991,Tsakos Energy Navigation,TEN,656480448,21.79,Greece,energy
992,Groupe Guillin,ALGIL.PA,655265606,35268,France,#N/D
993,IDI,IDIP.PA,654946465,91.7903,France,investment
994,NRJ Group,NRG.PA,649228619,8.38491,France,entertainment
995,Immatics,IMTX,646699200,5.32,Germany,biotech
996,Nexa Resources,NEXA,642329152,4.85,Luxembourg,#N/D
997,Miquel y Costas &amp; Miquel,MCM.MC,642109843,16.9917,Spain,#N/D
998,Laurent-Perrier,LPE.PA,640661378,108373,France,#N/D
999,Autohellas,OTOEL.AT,639707320,13.3131,Greece,#N/D
1000,Arnoldo Mondadori Editore,MN.MI,636294311,2.44073,Italy,#N/D
1001,Tokmanni,TOKMAN.HE,635686823,10.8315,Finland,retail
1002,adesso SE,ADN1.DE,635408490,99.2643,Germany,services
1003,NTG Nordic Transport Group A/S,NTG.CO,634930925,29.2284,Denmark,transportation
1004,ProCredit,PCZ.DE,634175128,10.7673,Germany,bank
1005,Quadient,QDT.PA,632219701,18.7551,France,sw
1006,eQ Oyj,EQV1V.HE,628627390,15.1816,Finland,investment
1007,SNP Schneider-Neureither &amp; Partner,SHF.DE,628202418,86.1847,Germany,services
1008,Attica Holdings,ATTICA.AT,627574974,2.58087,Greece,transportation
1009,Nederman Holding,NMAN.ST,626513234,17836,Sweden,#N/D
1010,Nexity,NXI.PA,622249588,10.6271,France,real_state
1011,Waga Energy,WAGA.PA,621073103,25.0496,France,energy
1012,RCS MediaGroup,RCS.MI,611427997,1.16548,Italy,#N/D
1013,Boozt,BOOZT.ST,609369152,9.7887,Sweden,clothing
1014,Credit Agricole Mutuel Toulouse 31,CAT31.PA,608724646,131963,France,bank
1015,Evli,EVLI.HE,606217524,22.8892,Finland,investment
1016,Viaplay Group,VPLAY-B.ST,605653276,0.13319,Sweden,entertainment
1017,Ontex Group,ONTEX.BR,603378632,7.56744,Belgium,#N/D
1018,Basler Aktiengesellschaft,BSL.DE,602528014,19.5959,Germany,#N/D
1019,SMCP S.A.,SMCP.PA,600271795,7.66087,France,clothing
1020,Norma Group,NOEJ.F,596838643,18.7318,Germany,manufacturing
1021,Wiit S.p.A.,WIIT.MI,591426372,22.7724,Italy,sw
1022,SÜSS MicroTec,SMHN.DE,589336898,30.8303,Germany,semiconductor
1023,DATAGROUP SE,D6H.DE,585075924,70.6528,Germany,services
1024,Fiera Milano,FM.MI,582221411,8.19806,Italy,#N/D
1025,Xvivo Perfusion AB,XVIVO.ST,581772073,18.4692,Sweden,#N/D
1026,cBrain,CBRAIN.CO,580971745,29.6978,Denmark,sw
1027,WashTec AG,WSU.DE,578237872,43.2092,Germany,#N/D
1028,PostNL,PNL.AS,575636915,1.12869,Netherlands,#N/D
1029,TINC NV,TINC.BR,573007332,11.8183,Belgium,investment
1030,Groupe SAMSE,SAMS.PA,569576086,168165,France,#N/D
1031,Marimekko,MEKKO.HE,569506316,14.0371,Finland,clothing
1032,Ellaktor,ELLAKTOR.AT,569240689,1.63494,Greece,#N/D
1033,Sligro Food,SLIGR.AS,567649023,12.7292,Netherlands,food
1034,Global Dominion Access,DOM.MC,564619505,3.77788,Spain,services
1035,Oatly,OTLY,559840448,18.47,Sweden,food
1036,Lindex Group,LINDEX.HE,556509487,3.3925,Finland,clothing
1037,Rosenbauer International,ROS.VI,549129980,53.8363,Austria,manufacturing
1038,Hamborner REIT,HABA.DE,544315892,6.69158,Germany,investment
1039,Pharmanutra,PHN.MI,543774735,56.6974,Italy,biotech
1040,GFT Technologies,GFT.DE,541090555,20.5535,Germany,services
1041,Care Property Invest NV,CPINV.BR,537359189,14.5276,Belgium,investment
1042,Nyab AB,NYAB.ST,537092296,0.754601,Sweden,#N/D
1043,PSI Software,PSAN.DE,535378725,34.5673,Germany,sw
1044,Synektik Spólka Akcyjna,SNT.WA,535068056,62.7342,Poland,#N/D
1045,Tallink Grupp,T5N.F,534100257,0.692514,Estonia,transportation
1046,Aramis Group,ARAMI.PA,532225587,6.4697,France,retail
1047,Grupo Empresarial San José,GSJ.MC,530809784,8.16303,Spain,#N/D
1048,Wirtualna Polska (WP Holding),WPL.WA,529735654,17.7911,Poland,ecommerce
1049,Hanza AB,HANZA.ST,527732063,11.4826,Sweden,#N/D
1050,Villeroy &amp; Boch,VIB3.DE,524437811,19.6777,Germany,manufacturing
1051,RVRC Holding,RVRC.ST,522265592,4.90754,Sweden,clothing
1052,Core Laboratories,CLB,520990112,11.11,Netherlands,#N/D
1053,init innovation in traffic systems,IXX.DE,520732531,52.4349,Germany,#N/D
1054,F.I.L.A. - Fabbrica Italiana Lapis ed Affini,FILA.MI,520400722,10.2184,Italy,#N/D
1055,HOMAG Group,HG1.F,520307371,33.1659,Germany,manufacturing
1056,Malteries Franco-Belges,MALT.PA,515503634,1039.36,France,#N/D
1057,Aurelius Group,AR4.DE,513292829,19.24,Germany,investment
1058,Hexatronic Group AB,HTRO.ST,510662929,2.48332,Sweden,manufacturing
1059,SP Group A/S,SPG.CO,508583113,42.6378,Denmark,#N/D
1060,Brunel International,BRNL.AS,508442782,10.1016,Netherlands,services
1061,Formycon AG,FYB.DE,507467310,28.7282,Germany,biotech
1062,Bittium,BITTI.HE,506008644,14.2473,Finland,#N/D
1063,Verve Group SE,VER.ST,502189855,2.50971,Sweden,internet
1064,Bpost,13B.F,501010657,2.49329,Belgium,#N/D
1065,Schoeller-Bleckmann Oilfield Equipment,SBO.VI,498753318,31.6478,Austria,energy
1066,Home Invest Belgium,HOMI.BR,497500635,24.9912,Belgium,investment
1067,Addiko Bank,ZYE1.F,495513406,25.5751,Austria,bank
1068,Nextensa,NEXTA.BR,494506133,48.9315,Belgium,investment
1069,BHG Group AB,BHG.ST,492953472,2.75033,Sweden,ecommerce
1070,Van de Velde,VAN.BR,491683646,36319,Belgium,clothing
1071,MT Højgaard Holding,MTHH.CO,490020193,63.3699,Denmark,#N/D
1072,Fiducial Real Estate,ORIA.PA,487706273,200864,France,real_state
1073,John Mattson Fastighetsföretagen,JOMA.ST,486350088,6.41674,Sweden,real_state
1074,Plastika Kritis,PLAKR.AT,486002384,17.7508,Greece,manufacturing
1075,PlayWay,PLW.WA,484137160,73.3541,Poland,entertainment
1076,Acinque,AC5.MI,483968891,2.4057,Italy,electricity
1077,EPC Groupe,EXPL.PA,482399124,226556,France,#N/D
1078,ATHEX  (Athens Stock Exchange),EXAE.AT,478311323,8.26813,Greece,financial
1079,Fastned,FAST.AS,474146801,24.5241,Netherlands,electricity
1080,Borussia Dortmund,BVB.F,471776977,4.25669,Germany,#N/D
1081,Jacquet Metals,JCQ.PA,471173488,23.0527,France,#N/D
1082,Raisio plc,RAIVV.HE,468773544,2.94289,Finland,food
1083,Nilfisk Holding,NLFSK.CO,466887924,17.2116,Denmark,manufacturing
1084,Instone Real Estate Group,INS.DE,463429884,10.6972,Germany,real_state
1085,Auna,AUNA,462610848,6.2504,Luxembourg,healthcare
1086,Viridien,VIRI.PA,460338818,63.7043,France,#N/D
1087,TXT e-solutions,TXT.MI,458311080,35.56,Italy,services
1088,Duni AB,DUNI.ST,454354932,9.66733,Sweden,#N/D
1089,Patrimoine et Commerce SA,PAT.PA,454298617,28.6115,France,real_state
1090,Seco S.p.A.,IOT.MI,452430524,3.41586,Italy,tech
1091,Mirbud S.A.,MRB.WA,448988951,4.07827,Poland,#N/D
1092,Medios AG,ILM1.DE,448566757,17307,Germany,biotech
1093,Prothena,PRTA,441944288,8.21,Ireland,biotech
1094,FACC AG,FACC.VI,440627819,9.6228,Austria,#N/D
1095,"Amper, S.A.",AMP.MC,437677040,0.152517,Spain,#N/D
1096,Campine,CAMB.BR,436178911,290786,Belgium,#N/D
1097,Lumibird,LBIRD.PA,435795232,19.4441,France,#N/D
1098,JDC Group AG,JDC.DE,435091741,33.5163,Germany,financial
1099,Nanobiotix,NBTX,434423040,9.0654,France,biotech
1100,Boiron,BOI.PA,433904717,24.6993,France,biotech
1101,Uzin Utz,UZU.DE,432976183,85.8344,Germany,#N/D
1102,Murapol S.A.,MUR.WA,432734520,10.6062,Poland,#N/D
1103,Euroseas,ESEA,432482976,61725,Greece,transportation
1104,MCI Capital Alternatywna Spólka Inwestycyjna,MCI.WA,432207947,8.23865,Poland,investment
1105,Immobiliare Grande Distribuzione SIIQ,IGD.MI,431677797,3.91218,Italy,real_state
1106,Talgo S.A.,TLGO.MC,429148627,3.49177,Spain,manufacturing
1107,Viking Line Abp,VIK1V.HE,427812684,24.7577,Finland,transportation
1108,Enento Group,ENENTO.HE,426782653,18.0311,Finland,services
1109,IVU Traffic Technologies,IVU.DE,426063279,24.6409,Germany,sw
1110,Avax S.A.,AVAX.AT,425237064,2.86699,Greece,#N/D
1111,Delta Plus Group,ALDLT.PA,424731409,59325,France,#N/D
1112,Greenyard,GREEN.BR,424085841,8.61847,Belgium,food
1113,Cairo Communication,CAI.MI,423814347,3.12974,Italy,#N/D
1114,Fonciere Inea,INEA.PA,417045542,38.5379,France,investment
1115,BayWa,BYW.F,415782321,22.9476,Germany,#N/D
1116,ASBISc Enterprises,ASB.WA,410457326,7.39563,Cyprus,#N/D
1117,Ion Beam Applications,IBAB.BR,409958119,13.7101,Belgium,healthcare
1118,STEICO SE,ST5.DE,406239011,28845,Germany,#N/D
1119,Grenevia,GEA.WA,405819769,0.70617,Poland,manufacturing
1120,Roche Bobois,RBO.PA,403118498,38.7715,France,retail
1121,Brinova Fastigheter,BRIN-B.ST,400973294,1.74139,Sweden,real_state
1122,STRATEC,SBS.F,399799773,31.4726,Germany,#N/D
1123,Simona,SIM0.F,399392738,66.5655,Germany,#N/D
1124,Selectirente,SELER.PA,398564243,95.7608,France,real_state
1125,Marie Brizard Wine &amp; Spirits,MBWS.PA,395967994,3.48009,France,#N/D
1126,ABO Energy,AB9.DE,395196377,42.8588,Germany,energy
1127,illimity Bank,ILTY.MI,393787599,4.73899,Italy,bank
1128,Text (LiveChat),TXT.WA,391869717,15.2182,Poland,sw
1129,PharmaSGP,PSG.DE,389889638,33.8666,Germany,biotech
1130,XANO Industri,XANO-B.ST,389344343,6.5645,Sweden,manufacturing
1131,Ascencio,ASCE.BR,385144236,58.3908,Belgium,investment
1132,Amadeus Fire,AAD.DE,381894235,70.3025,Germany,services
1133,Shoper,SHO.WA,377334514,13.4118,Poland,ecommerce
1134,Sidetrade,ALBFR.PA,375895141,266262,France,sw
1135,kneat.com,FOBK.F,375764010,3.92386,Ireland,healthcare
1136,PCC Rokita,PCR.WA,375491789,18.9133,Poland,#N/D
1137,Neonode,NEON,373419520,22.25,Sweden,tech
1138,A.L.A. società per azioni,ALA.MI,370148594,40.8735,Italy,#N/D
1139,Oma Säästöpankki,OMASP.HE,370099042,11.1526,Finland,bank
1140,LNA Santé,LNA.PA,369158960,35.3848,France,healthcare
1141,Fastighets AB Trianon,TRIAN-B.ST,366601375,1.98835,Sweden,real_state
1142,Toscana Aeroporti,TYA.MI,365154270,19.6193,Italy,#N/D
1143,Stalprodukt,STP.WA,365046548,67.6062,Poland,#N/D
1144,Linedata Services,LIN.PA,362381111,73.1052,France,services
1145,Lubawa,LBW.WA,362152393,2.41001,Poland,#N/D
1146,Byggmax Group,BMAX.ST,361332350,6.16345,Sweden,retail
1147,Eagle Football Group,EFG.PA,359546964,2.19549,France,#N/D
1148,TAKKT AG,TTK.DE,355904390,5.5588,Germany,#N/D
1149,Alantra Partners,ALNT.MC,354777533,9.36588,Spain,financial
1150,Incap Oyj,ICP1V.HE,354210292,12.0285,Finland,manufacturing
1151,Aeroporto G. Marconi Bologna,ADB.MI,352688134,9.71622,Italy,#N/D
1152,Acast AB,ACAST.ST,349706669,1.93136,Sweden,entertainment
1153,Bang &amp; Olufsen A/S,BO.CO,349391209,2.42527,Denmark,#N/D
1154,Green Landscaping Group,GREEN.ST,349117787,6.17401,Sweden,#N/D
1155,Novabase,NBA.LS,348092661,9.22574,Portugal,services
1156,ElringKlinger,ZIL2.DE,347765971,5.48873,Germany,manufacturing
1157,WithSecure Oyj,WITH.HE,347463685,1.97594,Finland,sw
1158,Intracom Holdings,INTRK.AT,346445612,4.17494,Greece,telecommunication
1159,OVB Holding,O4B.DE,346171951,24.2906,Germany,financial
1160,Bijou Brigitte,BIJ.DE,345936781,45.5448,Germany,#N/D
1161,Relais Group Oyj,RELAIS.HE,344843145,19.0938,Finland,manufacturing
1162,Infotel SA,INF.PA,339614735,48.4643,France,sw
1163,Deceuninck,DECB.BR,338974735,2.45241,Belgium,manufacturing
1164,F-Secure,FSECURE.HE,338616318,1.93857,Finland,sw
1165,Celon Pharma,CLN.WA,337569559,6.26794,Poland,biotech
1166,Econocom Group,ECONB.BR,336391939,2.06003,Belgium,services
1167,Euroapi,EAPI.PA,336021863,3.52914,France,biotech
1168,Nobia AB,NOBI.ST,334686813,0.497298,Sweden,#N/D
1169,Brødrene A &amp; O Johansen,AOJ-B.CO,334476732,15.4904,Denmark,#N/D
1170,Bourrelier Group,ALBOU.PA,333402482,53.7195,France,retail
1171,Bredband2 i Skandinavien AB,BRE2.ST,329799037,0.344583,Sweden,telecommunication
1172,Nordic Paper,NPAPER.ST,329063935,4.9181,Sweden,#N/D
1173,Ecoener,ENER.MC,327130325,5.74565,Spain,electricity
1174,EnviTec Biogas,ETG.DE,325163500,21.8965,Germany,energy
1175,WCM Beteiligungs- und Grundbesitz,WCMK.DE,323079704,2.14695,Germany,real_state
1176,Parken Sport (F.C. Copenhagen),PARKEN.CO,322377492,33.0149,Denmark,#N/D
1177,SFC Energy AG,F3C.DE,321935958,18.5215,Germany,energy
1178,The Italian Sea Group,TISG.MI,320606144,5.99089,Italy,manufacturing
1179,Amarin Corporation,AMRN,319962912,15.47,Ireland,biotech
1180,VIB Vermögen,VIH1.F,316533590,9.57608,Germany,investment
1181,Immobel,IMMO.BR,316520772,30.1296,Belgium,real_state
1182,Unimot,UNT.WA,315481133,38.4835,Poland,energy
1183,Knowit,KNOW.ST,314703370,11.5248,Sweden,services
1184,Semperit,SEM.VI,312817565,15205,Austria,manufacturing
1185,Materialise NV,MTLS,311874816,5.28,Belgium,sw
1186,Cereno Scientific,CRNO-B.ST,311643731,1.07016,Sweden,biotech
1187,Koenig &amp; Bauer,SKB.DE,311468244,18.8485,Germany,#N/D
1188,Parrot S.A.,PARRO.PA,310520781,9.66951,France,tech
1189,Guerbet,GBT.PA,310387090,24.2906,France,biotech
1190,Eisen- und Hüttenwerke,EIS.F,310358521,17634,Germany,#N/D
1191,BAUER AG,B5A0.HM,309098009,7.18206,Germany,manufacturing
1192,Eurocash,EUR.WA,305864465,2.19789,Poland,retail
1193,ZE PAK SA,ZEP.WA,305343568,6.00792,Poland,electricity
1194,Etteplan,ETTE.HE,305192667,12.0869,Finland,#N/D
1195,Bank Ochrony Srodowiska,BOS.WA,302620698,3.25714,Poland,bank
1196,Chargeurs,CRI.PA,301448092,12.4956,France,#N/D
1197,Powersoft,PWS.MI,300638338,22.9476,Italy,#N/D
1198,Ercros,ECR.MC,300053384,3.28156,Spain,#N/D
1199,Inmobiliaria del Sur,ISUR.MC,299580055,16.3494,Spain,real_state
1200,Bonduelle,BON.PA,298215094,9.29581,France,food
1201,Eurobio Scientific,ALERS.PA,297059499,29.6041,France,biotech
1202,Steyr Motors AG,4X0.DE,296899742,56.2887,Germany,manufacturing
1203,Gaumont SA,GAM.PA,294663871,94593,France,entertainment
1204,Equita Group,EQUI.MI,292274821,5.82156,Italy,financial
1205,M1 Kliniken AG,M12.DE,292100452,15.5553,Germany,healthcare
1206,Casino Guichard-Perrachon,CO.PA,288536000,0.698937,France,retail
1207,StealthGas,GASS,288248960,7795,Greece,oil_gas
1208,Baader Bank,BWB.DE,287780415,5.89747,Germany,bank
1209,Datalogic S.p.A.,DAL.MI,286680296,5.2902,Italy,#N/D
1210,Westwing Group,WEW.DE,285790308,14.7145,Germany,ecommerce
1211,Funkwerk AG,FEW.F,284248213,35268,Germany,#N/D
1212,DBV Technologies,DBVT,282373760,10.32,France,biotech
1213,Sino AG,XTP.DE,281166060,120285,Germany,financial
1214,Martifer SGPS,MAR.LS,280990196,2.69765,Portugal,#N/D
1215,Cogelec SA,ALLEC.PA,279932417,33.7499,France,#N/D
1216,MAX Automation,MXHN.DE,279353686,6.77333,Germany,investment
1217,Mo-BRUK S.A.,MBR.WA,278837394,79.3757,Poland,#N/D
1218,Ernst Russ,HXCK.DE,276187319,8.17471,Germany,transportation
1219,Stillfront Group,SF.ST,275514597,0.531914,Sweden,entertainment
1220,Esprinet,PRT.MI,273981512,5.52377,Italy,#N/D
1221,Laboratorio Reig Jofre,RJF.MC,271843626,3.33995,Spain,biotech
1222,Groupe Pizzorno Environnement,GPE.PA,271686690,70.3025,France,#N/D
1223,eVISO S.p.A.,EVISO.MI,270722000,11.4212,Italy,#N/D
1224,HMS Bergbau,HMU.DE,270567419,59.5586,Germany,energy
1225,Neon Equity AG,D77.DE,270103096,6.13103,Germany,financial
1226,SQLI SA,SQI.PA,264114197,56687,France,services
1227,Groupe SFPI,SFPI.PA,262890951,2.81443,France,manufacturing
1228,Admicom Oyj,ADMCM.HE,262776056,52.3765,Finland,sw
1229,Burgenland Holding,BHD.VI,262758380,87.5861,Austria,electricity
1230,Anora Group,ANORA.HE,262309622,3.88298,Finland,#N/D
1231,Nexters,GDEV,262030704,14.4528,Cyprus,entertainment
1232,Cellectis,CLLS,261677392,2.63,France,biotech
1233,All for One Group,A1OS.DE,260719506,53.9531,Germany,services
1234,Compagnie d'Entreprises CFE,CFEB.BR,259517665,10.3936,Belgium,#N/D
1235,Bourse Direct,BSD.PA,259159996,5.0216,France,financial
1236,The Platform Group,TPG.F,258512784,12.4372,Germany,sw
1237,STINAG Stuttgart Invest,STG.F,257296706,17.2837,Germany,investment
1238,KlaraBo Sverige,KLARA-B.ST,256983202,1.67384,Sweden,real_state
1239,Hydratec Industries,HYDRA.AS,256235414,197361,Netherlands,#N/D
1240,Generalfinance,GF.MI,256047611,20.0864,Italy,financial
1241,Nueva Expresión Textil,NXT.MC,255996432,0.632956,Spain,clothing
1242,Gofore Oyj,GOFORE.HE,255467477,16.2326,Finland,services
1243,Compagnie Du Mont-Blanc,MLCMB.PA,252099536,261591,France,transportation
1244,Surteco Group,SUR.DE,251698275,16.2326,Germany,#N/D
1245,Neobo Fastigheter,NEOBO.ST,251357811,1.72872,Sweden,real_state
1246,MotorK,MTRK.AS,251015187,5.25517,Italy,sw
1247,Nyxoah,NYXH,249925888,6.4012,Belgium,#N/D
1248,Solar A/S,SOLAR-B.CO,249684654,34.1884,Denmark,#N/D
1249,Iberpapel Gestión,IBG.MC,248889783,22.8308,Spain,#N/D
1250,Atrys Health,ATRY.MC,248204976,3.26988,Spain,healthcare
1251,Alfen,ALFEN.AS,248029991,11.4096,Netherlands,electricity
1252,Akwel SA,AKW.PA,247989724,9.34252,France,manufacturing
1253,Enter Air,ENT.WA,247297997,14096,Poland,#N/D
1254,Oryzon Genomics,ORY.MC,244858878,3.15894,Spain,biotech
1255,"Prim, S.A.",PRM.MC,244384035,14.3641,Spain,healthcare
1256,Biesse,BSS.MI,242874937,8817,Italy,manufacturing
1257,ÖKOWORLD,VVV3.DE,242679623,34.4505,Germany,financial
1258,Koskisen Oyj,KOSKI.HE,242547856,10.0666,Finland,#N/D
1259,ALM Equity,ALM.ST,242250709,6.54339,Sweden,real_state
1260,Italian Wine Brands,IWB.MI,240109589,25.6919,Italy,#N/D
1261,Dala Energi,DE.ST,238953367,9.64622,Sweden,electricity
1262,Hexaom,ALHEX.PA,237846195,33.9834,France,#N/D
1263,Hawesko,HAW.DE,237095468,26.3926,Germany,#N/D
1264,Allgeier,AEIN.DE,237070224,20.6119,Germany,services
1265,Kendrion,KENDR.AS,236764350,15275,Netherlands,manufacturing
1266,Bastide Le Confort Médical,BLC.PA,236549472,31.1223,France,#N/D
1267,trivago,TRVG,234418416,3327,Germany,internet
1268,ProQR,PRQR,234390384,2225,Netherlands,biotech
1269,Olimpo Real Estate,YORE.MC,234122341,1.19117,Spain,real_state
1270,Caltagirone Editore,CED.MI,233991303,2.13126,Italy,#N/D
1271,Josef Manner &amp; Comp,MAN.VI,233960062,123788,Austria,food
1272,Eleving Group,OT8.F,232522622,1.91522,Luxembourg,financial
1273,Frauenthal Holding,FKA.VI,232376822,26.8597,Austria,#N/D
1274,Bertrandt,BDT.DE,231783180,22.9359,Germany,#N/D
1275,Árima Real Estate,ARM.MC,231170628,8.93378,Spain,real_state
1276,Sporting Clube de Portugal,SCP.LS,231169227,1.14446,Portugal,#N/D
1277,Dustin Group,DUST.ST,230220759,0.1696,Sweden,services
1278,Austriacard Holdings,ACAG.VI,229994068,6.34124,Austria,services
1279,United Bankers Oyj,UNITED.HE,229865048,21.0791,Finland,investment
1280,Wawel,WWL.WA,229834462,177911,Poland,food
1281,Deutsche Rohstoff,DR0.DE,229332188,47.3549,Germany,energy
1282,Remedy Entertainment,REMEDY.HE,229067365,16.7932,Finland,entertainment
1283,Serviceware,SJJ.DE,228687368,21.7798,Germany,sw
1284,Bitcoin Group,ADE.DE,228541400,45.7083,Germany,investment
1285,LPKF Laser &amp; Electronics,LPK.DE,228286891,9.31916,Germany,manufacturing
1286,Lang &amp; Schwarz,LUS1.DE,228152060,24.1738,Germany,financial
1287,2CRSI,AL2SI.PA,224832401,9.85636,France,tech
1288,Flat Capital AB,FLAT-B.ST,224238543,2.29546,Sweden,investment
1289,Creotech Instruments,CRI.WA,224222308,78.5546,Poland,tech
1290,Atland SAS,ATLD.PA,223694052,51.7342,France,investment
1291,Stille AB,STIL.ST,222853188,24.8016,Sweden,manufacturing
1292,Pullup Entertainment,ALPUL.PA,221419597,26.6262,France,entertainment
1293,Banque nationale de Belgique,BNB.BR,220483476,551209,Belgium,bank
1294,Groupe Partouche,PARP.PA,219615818,22.7724,France,entertainment
1295,Smartbroker Holding,SB1.DE,218511607,13.0211,Germany,financial
1296,NoHo Partners,NOHO.HE,218234582,10.3702,Finland,food
1297,Squirrel Media,SQRL.MC,218066492,2.4057,Spain,#N/D
1298,UmweltBank,UBK.DE,216763565,6.00257,Germany,bank
1299,Newron Pharmaceuticals,NWRN.SW,214577024,10.7509,Italy,biotech
